Code_commune_INSEE,Nom_commune,Code_postal,Libelle_acheminement,Ligne_5,coordonnees_gps,blank
1001,MAROLLES SOUS LIGNIERES,10130,MAROLLES SOUS LIGNIERES,,48.0520003827, 3.93246550297
1002,LES GRANDES CHAPELLES,10170,LES GRANDES CHAPELLES,,48.4916267047, 3.93350100384
1004,MERREY SUR ARCE,10110,MERREY SUR ARCE,,48.1160220302, 4.43093259336
1005,JUVANCOURT,10310,JUVANCOURT,,48.1567685845, 4.79470021531
1006,LAUBRESSEL,10270,LAUBRESSEL,,48.2596266125, 4.24959642717
1007,ISLE AUMONT,10800,ISLE AUMONT,,48.2055801821, 4.1125140322
1008,LIGNIERES,10130,LIGNIERES,,48.0520003827, 3.93246550297
1009,MERGEY,10600,MERGEY,,48.3767482025, 3.98875459714
1010,MACHY,10320,MACHY,,48.1632184055, 4.02059815423
1011,CRUSCADES,11200,CRUSCADES,,43.1662010238, 2.78892059953
1012,CUBIERES SUR CINOBLE,11190,CUBIERES SUR CINOBLE,,42.9166610889, 2.34707884311
1013,CUCUGNAN,11350,CUCUGNAN,,42.8796650781, 2.66522654176
1014,DONAZAC,11240,DONAZAC,,43.1188469018, 2.06671991119
1015,FAJAC EN VAL,11220,FAJAC EN VAL,,43.0809470716, 2.59145854442
1015,FESTES ET ST ANDRE,11300,FESTES ET ST ANDRE,,43.0486403902, 2.18021479284
1016,FONTANES DE SAULT,11140,FONTANES DE SAULT,,42.7657925357, 2.16672255446
1017,FONTCOUVERTE,11700,FONTCOUVERTE,,43.2164263433, 2.63518086038
1019,FONTJONCOUSE,11360,FONTJONCOUSE,,42.9848553966, 2.7967793394
1021,GALINAGUES,11140,GALINAGUES,,42.7657925357, 2.16672255446
1022,GENERVILLE,11270,GENERVILLE,,43.1822151687, 1.96656505821
1023,GINESTAS,11120,GINESTAS,,43.2793720392, 2.88392060651
1024,GREFFEIL,11250,GREFFEIL,,43.0946347739, 2.34321262347
1025,GRUISSAN,11430,GRUISSAN,,43.1033671547, 3.08203415117
1026,HOMPS,11200,HOMPS,,43.1662010238, 2.78892059953
1027,ISSEL,11400,ISSEL,,43.3333084343, 1.97819883163
1028,JOUCOU,11140,JOUCOU,,42.7657925357, 2.16672255446
1029,LABASTIDE ESPARBAIRENQUE,11380,LABASTIDE ESPARBAIRENQUE,,43.3945963595, 2.38722889335
1030,LACOMBE,11310,LACOMBE,,43.3722409402, 2.17410983728
1031,LAGRASSE,11220,LAGRASSE,,43.0809470716, 2.59145854442
1032,LAPRADE,11390,LAPRADE,,43.3925599417, 2.2792029886
1032,LA REDORTE,11700,LA REDORTE,,43.2164263433, 2.63518086038
1032,LASBORDES,11400,LASBORDES,,43.3333084343, 1.97819883163
1032,LAURAC,11270,LAURAC,,43.1822151687, 1.96656505821
1033,LEUCATE,11370,LEUCATE,,42.8990754596, 3.02622378383
1034,LEUCATE,11370,LEUCATE,PORT LEUCATE,42.8990754596, 3.02622378383
1035,MAILHAC,11120,MAILHAC,,43.2793720392, 2.88392060651
1036,MAYREVILLE,11420,MAYREVILLE,,43.2067830751, 1.79388571157
1036,MERIAL,11140,MERIAL,,42.7657925357, 2.16672255446
1037,MONTBRUN DES CORBIERES,11700,MONTBRUN DES CORBIERES,,43.2164263433, 2.63518086038
1038,MONTCLAR,11250,MONTCLAR,,43.0946347739, 2.34321262347
1039,MONTGRADAIL,11240,MONTGRADAIL,,43.1188469018, 2.06671991119
1040,MONTHAUT,11240,MONTHAUT,,43.1188469018, 2.06671991119
1041,MONTLAUR,11220,MONTLAUR,,43.0809470716, 2.59145854442
1042,MONTREDON DES CORBIERES,11100,MONTREDON DES CORBIERES,,43.1614428329, 3.00768633064
1043,MOUTHOUMET,11330,MOUTHOUMET,,42.9592043622, 2.54502712372
1044,NEVIAN,11200,NEVIAN,,43.1662010238, 2.78892059953
1045,PADERN,11350,PADERN,,42.8796650781, 2.66522654176
1046,PENNAUTIER,11610,PENNAUTIER,,43.2600787186, 2.30202617457
1047,PEYREFITTE SUR L HERS,11420,PEYREFITTE SUR L HERS,,43.2067830751, 1.79388571157
1049,PEYRIAC DE MER,11440,PEYRIAC DE MER,,43.0899544333, 2.94880546616
1050,PEZENS,11170,PEZENS,,43.2815047945, 2.19442534937
1050,POMAS,11250,POMAS,,43.0946347739, 2.34321262347
1051,PRADELLES CABARDES,11380,PRADELLES CABARDES,,43.3945963595, 2.38722889335
1052,PRADELLES EN VAL,11220,PRADELLES EN VAL,,43.0809470716, 2.59145854442
1053,PREIXAN,11250,PREIXAN,,43.0946347739, 2.34321262347
1053,PUILAURENS,11140,PUILAURENS,LAPRADELLE,42.7657925357, 2.16672255446
1054,QUILLAN,11500,QUILLAN,BRENAC,42.8642681542, 2.2143101342
1054,RIEUX EN VAL,11220,RIEUX EN VAL,,43.0809470716, 2.59145854442
1056,ROQUECOURBE MINERVOIS,11700,ROQUECOURBE MINERVOIS,,43.2164263433, 2.63518086038
1057,ROQUEFEUIL,11340,ROQUEFEUIL,,42.8370630944, 1.98179772961
1058,ROQUEFORT DE SAULT,11140,ROQUEFORT DE SAULT,,42.7657925357, 2.16672255446
1059,STE COLOMBE SUR GUETTE,11140,STE COLOMBE SUR GUETTE,,42.7657925357, 2.16672255446
1060,ST COUAT DU RAZES,11300,ST COUAT DU RAZES,,43.0486403902, 2.18021479284
1061,ST LAURENT DE LA CABRERISSE,11220,ST LAURENT DE LA CABRERISSE,,43.0809470716, 2.59145854442
1062,ST PAPOUL,11400,ST PAPOUL,,43.3333084343, 1.97819883163
1062,SAISSAC,11310,SAISSAC,,43.3722409402, 2.17410983728
1063,SOUPEX,11320,SOUPEX,,43.3837467528, 1.85528043392
1064,TREBES,11800,TREBES,,43.2182954878, 2.49172141797
1065,TREZIERS,11230,TREZIERS,,42.9737220665, 2.02689573941
1065,VILLARDEBELLE,11580,VILLARDEBELLE,,43.0019735527, 2.32970366921
1066,VILLARZEL DU RAZES,11300,VILLARZEL DU RAZES,,43.0486403902, 2.18021479284
1067,VILLEMOUSTAUSSOU,11620,VILLEMOUSTAUSSOU,,43.2496570838, 2.3662986021
1068,VILLENEUVE LES CORBIERES,11360,VILLENEUVE LES CORBIERES,,42.9848553966, 2.7967793394
1069,VILLENEUVE LES MONTREAL,11290,VILLENEUVE LES MONTREAL,,43.1943746552, 2.18782678941
1071,VILLEPINTE,11150,VILLEPINTE,,43.2498711617, 2.06462165287
1072,AGUESSAC,12520,AGUESSAC,,44.1968259654, 3.06387030498
1073,BALAGUIER D OLT,12260,BALAGUIER D OLT,,44.458873555, 1.98297177766
1074,LA BASTIDE SOLAGES,12550,LA BASTIDE SOLAGES,,43.9452392779, 2.61731670514
1075,BELMONT SUR RANCE,12370,BELMONT SUR RANCE,,43.8037612905, 2.74262599071
1076,BOR ET BAR,12270,BOR ET BAR,,44.2133464767, 2.02193088766
1077,BROMMAT,12600,BROMMAT,,44.8341310228, 2.67664580865
1078,BROQUIES,12480,BROQUIES,,43.9974313835, 2.69341373502
1079,CALMONT,12450,CALMONT,CEIGNAC,44.2840952345, 2.5725628832
1079,LA CAPELLE BALAGUIER,12260,LA CAPELLE BALAGUIER,,44.458873555, 1.98297177766
1079,LE CLAPIER,12540,LE CLAPIER,,43.8787455208, 3.14987374669
1080,COMPS LA GRAND VILLE,12120,COMPS LA GRAND VILLE,,44.1738899788, 2.54748951823
1080,CONQUES EN ROUERGUE,12320,CONQUES EN ROUERGUE,NOAILHAC,44.5837975359, 2.46440638377
1081,CONQUES EN ROUERGUE,12320,CONQUES EN ROUERGUE,ST CYPRIEN SUR DOURDOU,44.5837975359, 2.46440638377
1082,CREISSELS,12100,CREISSELS,,44.0898281066, 3.10621950967
1083,ENTRAYGUES SUR TRUYERE,12140,ENTRAYGUES SUR TRUYERE,,44.6558037135, 2.58164635516
1084,FAYET,12360,FAYET,,43.7904240706, 2.95795996186
1085,FIRMI,12300,FIRMI,,44.5947922935, 2.27515362111
1087,GALGAN,12220,GALGAN,,44.4874742078, 2.20156153334
1088,GISSAC,12360,GISSAC,,43.7904240706, 2.95795996186
1089,GOLINHAC,12140,GOLINHAC,,44.6558037135, 2.58164635516
1090,LEDERGUES,12170,LEDERGUES,,44.0745006665, 2.51889903328
1091,LESTRADE ET THOUELS,12430,LESTRADE ET THOUELS,,44.0864778708, 2.70135704539
1091,MELJAC,12120,MELJAC,,44.1738899788, 2.54748951823
1091,MILLAU,12100,MILLAU,,44.0898281066, 3.10621950967
1092,MONTAGNOL,12360,MONTAGNOL,CENOMES,43.7904240706, 2.95795996186
1093,BRUGAIROLLES,11300,BRUGAIROLLES,,43.0486403902, 2.18021479284
1094,CABRESPINE,11160,CABRESPINE,,43.3459989767, 2.52081672381
1095,CASSAIGNES,11190,CASSAIGNES,,42.9166610889, 2.34707884311
1096,BOURIGEOLE,11300,BOURIGEOLE,,43.0486403902, 2.18021479284
1097,CAILHAVEL,11240,CAILHAVEL,,43.1188469018, 2.06671991119
1098,BOUTENAC,11200,BOUTENAC,,43.1662010238, 2.78892059953
1099,BOUISSE,11330,BOUISSE,,42.9592043622, 2.54502712372
1100,CARLIPA,11170,CARLIPA,,43.2815047945, 2.19442534937
1101,CAILLA,11140,CAILLA,,42.7657925357, 2.16672255446
1102,L ABERGEMENT CLEMENCIAT,1400,L ABERGEMENT CLEMENCIAT,,46.1331001556, 4.99858455549
1103,ARS SUR FORMANS,1480,ARS SUR FORMANS,,46.0178170669, 4.81482624573
1104,AMBLEON,1300,AMBLEON,,45.7328309975, 5.65715901636
1104,BRANCOURT EN LAONNOIS,2320,BRANCOURT EN LAONNOIS,,49.5132435119, 3.44966195866
1105,BUCY LES PIERREPONT,2350,BUCY LES PIERREPONT,,49.6393180069, 3.83480530276
1106,CHATILLON LES SONS,2270,CHATILLON LES SONS,,49.714634271, 3.5968851996
1107,BRUYERES SUR FERE,2130,BRUYERES SUR FERE,,49.1935797302, 3.55982855371
1108,LA CAPELLE,2260,LA CAPELLE,,49.966610567, 3.91127792949
1109,CHAVIGNY,2880,CHAVIGNY,,49.4238582409, 3.38402828695
1110,CERSEUIL,2220,CERSEUIL,,49.3180108636, 3.5439628093
1111,BRENY,2210,BRENY,,49.2129002416, 3.35011614589
1112,BRUYS,2220,BRUYS,,49.3180108636, 3.5439628093
1113,HAUT VALROMEY,1260,HAUT VALROMEY,LE GRAND ABERGEMENT,45.9506630232, 5.68746147482
1114,FRANCHELEINS,1090,FRANCHELEINS,CESSEINS,46.0869886552, 4.79611073763
1115,DOMPIERRE SUR CHALARONNE,1400,DOMPIERRE SUR CHALARONNE,,46.1331001556, 4.99858455549
1116,DOMPIERRE SUR VEYLE,1240,DOMPIERRE SUR VEYLE,,46.0916655381, 5.14797548998
1117,GENOUILLEUX,1090,GENOUILLEUX,,46.0869886552, 4.79611073763
1118,DRUILLAT,1160,DRUILLAT,,46.0747014809, 5.31394582841
1121,GORREVOD,1190,GORREVOD,,46.4316836316, 4.96424452785
1122,FAREINS,1480,FAREINS,,46.0178170669, 4.81482624573
1123,FLAXIEU,1350,FLAXIEU,,45.8543854094, 5.76557245306
1124,GEX,1170,GEX,,46.3286268081, 6.03059799732
1125,SONTHONNAX LA MONTAGNE,1580,SONTHONNAX LA MONTAGNE,NAPT,46.2402104429, 5.54908625912
1127,SONTHONNAX LA MONTAGNE,1580,SONTHONNAX LA MONTAGNE,,46.2402104429, 5.54908625912
1128,SERRIERES DE BRIORD,1470,SERRIERES DE BRIORD,,45.805864462, 5.47727707691
1129,ST RAMBERT EN BUGEY,1230,ST RAMBERT EN BUGEY,,45.9329292993, 5.4692328328
1130,ST PAUL DE VARAX,1240,ST PAUL DE VARAX,,46.0916655381, 5.14797548998
1133,THEZILLIEU,1110,THEZILLIEU,,45.9724218119, 5.577110369
1134,SERVIGNAT,1560,SERVIGNAT,,46.44295833, 5.12304891736
1134,THOISSEY,1140,THOISSEY,,46.1670266686, 4.8459954399
1135,SOUCLIN,1150,SOUCLIN,,45.8772713832, 5.32595701713
1136,SERGY,1630,SERGY,,46.2145490709, 5.95816552297
1138,CHAMPAGNE EN VALROMEY,1260,CHAMPAGNE EN VALROMEY,PASSIN,45.9506630232, 5.68746147482
1139,CHARNOZ SUR AIN,1800,CHARNOZ SUR AIN,,45.8984701804, 5.16340257624
1140,CHAMPFROMIER,1410,CHAMPFROMIER,,46.2796643227, 5.91198359476
1141,CHAZEY BONS,1300,CHAZEY BONS,,45.7328309975, 5.65715901636
1142,CONFRANCON,1310,CONFRANCON,,46.2412963633, 5.11553315012
1143,COLLONGES,1550,COLLONGES,,46.1521009626, 5.90976446888
1144,DOMMARTIN,1380,DOMMARTIN,,46.3161847468, 4.97400450524
1145,CHALEINS,1480,CHALEINS,,46.0178170669, 4.81482624573
1146,COLOMIEU,1300,COLOMIEU,,45.7328309975, 5.65715901636
1147,CROTTET,1750,CROTTET,,46.2973437135, 4.87546330177
1148,GROSLEE ST BENOIT,1680,GROSLEE ST BENOIT,GROSLEE,45.752622921, 5.55446422211
1149,PARVES ET NATTAGES,1300,PARVES ET NATTAGES,,45.7328309975, 5.65715901636
1150,ST ANDRE DE BAGE,1380,ST ANDRE DE BAGE,,46.3161847468, 4.97400450524
1151,ST BENIGNE,1190,ST BENIGNE,,46.4316836316, 4.96424452785
1152,REYSSOUZE,1190,REYSSOUZE,,46.4316836316, 4.96424452785
1153,RELEVANT,1990,RELEVANT,,46.0766987934, 4.89959868147
1154,ST ALBAN,1450,ST ALBAN,,46.1107742949, 5.45519733117
1155,PONCIN,1450,PONCIN,,46.1107742949, 5.45519733117
1156,POUGNY,1550,POUGNY,,46.1521009626, 5.90976446888
1157,PERON,1630,PERON,,46.2145490709, 5.95816552297
1158,HAUT VALROMEY,1260,HAUT VALROMEY,LE PETIT ABERGEMENT,45.9506630232, 5.68746147482
1159,MATAFELON GRANGES,1580,MATAFELON GRANGES,GRANGES,46.2402104429, 5.54908625912
1160,MATAFELON GRANGES,1580,MATAFELON GRANGES,,46.2402104429, 5.54908625912
1162,MALAFRETAZ,1340,MALAFRETAZ,,46.3400485451, 5.13297724307
1163,JOURNANS,1250,JOURNANS,,46.2066710432, 5.38605889851
1165,JAYAT,1340,JAYAT,,46.3400485451, 5.13297724307
1165,LURCY,1090,LURCY,,46.0869886552, 4.79611073763
1165,LHUIS,1680,LHUIS,,45.752622921, 5.55446422211
1166,LENT,1240,LENT,,46.0916655381, 5.14797548998
1167,LEAZ,1200,LEAZ,,46.1338706653, 5.81259483702
1169,BOHAS MEYRIAT RIGNAT,1250,BOHAS MEYRIAT RIGNAT,BOHAS,46.2066710432, 5.38605889851
1170,BOHAS MEYRIAT RIGNAT,1250,BOHAS MEYRIAT RIGNAT,,46.2066710432, 5.38605889851
1171,MESSIMY SUR SAONE,1480,MESSIMY SUR SAONE,,46.0178170669, 4.81482624573
1172,MOGNENEINS,1140,MOGNENEINS,,46.1670266686, 4.8459954399
1173,ORDONNAZ,1510,ORDONNAZ,,45.8480243468, 5.61949053703
1174,MIRIBEL,1700,MIRIBEL,,45.8388521429, 4.95806179291
1175,MIONNAY,1390,MIONNAY,,45.9283135136, 4.92727608131
1177,MIJOUX,1170,MIJOUX,,46.3286268081, 6.03059799732
1179,MIJOUX,1410,MIJOUX,,46.2796643227, 5.91198359476
1180,OZAN,1190,OZAN,,46.4316836316, 4.96424452785
1181,ANIZY LE CHATEAU,2320,ANIZY LE CHATEAU,,49.5132435119, 3.44966195866
1183,ATHIES SOUS LAON,2840,ATHIES SOUS LAON,,49.568752947, 3.72970362193
1184,ANCIENVILLE,2600,ANCIENVILLE,,49.2730511855, 3.12339772854
1184,ANDELAIN,2800,ANDELAIN,,49.6765246538, 3.39232111371
1185,BOURG ST CHRISTOPHE,1800,BOURG ST CHRISTOPHE,MARFOZ,45.8984701804, 5.16340257624
1186,BELIGNEUX,1360,BELIGNEUX,CAMP DE LA VALBONNE,45.8283269463, 5.15327415034
1187,BOYEUX ST JEROME,1640,BOYEUX ST JEROME,,46.0337779297, 5.42151732468
1187,BOULIGNEUX,1330,BOULIGNEUX,,45.9976909227, 5.02164504767
1187,CEYZERIAT,1250,CEYZERIAT,,46.2066710432, 5.38605889851
1187,ATTIGNAT,1340,ATTIGNAT,,46.3400485451, 5.13297724307
1188,BEAUPONT,1270,BEAUPONT,,46.3890219242, 5.30343220636
1189,BOLOZON,1450,BOLOZON,,46.1107742949, 5.45519733117
1189,BIRIEUX,1330,BIRIEUX,,45.9976909227, 5.02164504767
1190,BRENAZ,1260,BRENAZ,,45.9506630232, 5.68746147482
1191,ST GERMAIN LES PAROISSES,1300,ST GERMAIN LES PAROISSES,,45.7328309975, 5.65715901636
1192,ST JULIEN SUR REYSSOUZE,1560,ST JULIEN SUR REYSSOUZE,,46.44295833, 5.12304891736
1193,ST JEAN DE THURIGNEUX,1390,ST JEAN DE THURIGNEUX,,45.9283135136, 4.92727608131
1194,ST MAURICE DE BEYNOST,1700,ST MAURICE DE BEYNOST,,45.8388521429, 4.95806179291
1195,ST JULIEN SUR VEYLE,1540,ST JULIEN SUR VEYLE,,46.2212986861, 4.98198011208
1196,BANNOST VILLEGAGNON,77970,BANNOST VILLEGAGNON,,48.6629667533, 3.14093688522
1197,BARBEY,77130,BARBEY,,48.3779377733, 2.96426271153
1198,BAZOCHES LES BRAY,77118,BAZOCHES LES BRAY,,48.3962434685, 3.16889442918
1199,BEAUMONT DU GATINAIS,77890,BEAUMONT DU GATINAIS,,48.1786433192, 2.5341392437
1200,BLANDY,77115,BLANDY,,48.5423516758, 2.77150375047
1202,BLENNES,77940,BLENNES,,48.3010302243, 2.97851595666
1203,BOIS LE ROI,77590,BOIS LE ROI,,48.4860029495, 2.72692404848
1204,BOISSETTES,77350,BOISSETTES,,48.5350739052, 2.60727189442
1204,BOISSISE LA BERTRAND,77350,BOISSISE LA BERTRAND,,48.5350739052, 2.60727189442
1205,BOUGLIGNY,77570,BOUGLIGNY,,48.1729853259, 2.64931159934
1206,BOURRON MARLOTTE,77780,BOURRON MARLOTTE,,48.334846204, 2.70118147516
1207,BRANSLES,77620,BRANSLES,,48.1721615922, 2.86730865487
1208,BRAY SUR SEINE,77480,BRAY SUR SEINE,,48.4107576867, 3.29924400161
1209,BREAU,77720,BREAU,,48.5850477632, 2.89649549396
1210,BUSSY ST MARTIN,77600,BUSSY ST MARTIN,,48.8361794738, 2.73226890342
1211,BUTHIERS,77760,BUTHIERS,,48.2952371456, 2.54278715647
1212,CHALAUTRE LA PETITE,77160,CHALAUTRE LA PETITE,,48.5896767151, 3.24326653179
1213,CHAMPDEUIL,77390,CHAMPDEUIL,,48.6400377042, 2.79774834492
1214,LA CHAPELLE RABLAIS,77370,LA CHAPELLE RABLAIS,,48.5606029777, 3.03744473884
1215,CHATRES,77610,CHATRES,,48.733632054, 2.85536623292
1216,CHELLES,77500,CHELLES,CHANTEREINE,48.8836002438, 2.59608427563
1218,CHEVRY COSSIGNY,77173,CHEVRY COSSIGNY,COSSIGNY,48.7235256788, 2.6769970058
1219,COMBS LA VILLE,77380,COMBS LA VILLE,,48.657625449, 2.57531812256
1221,COMPANS,77290,COMPANS,,48.979596619, 2.61891087151
1224,CONDE STE LIBIAIRE,77450,CONDE STE LIBIAIRE,,48.9197013165, 2.80318191468
1225,COULOMMIERS,77120,COULOMMIERS,,48.7888234084, 3.09542739342
1227,COURTACON,77560,COURTACON,,48.6366559441, 3.38263980516
1228,COUTENCON,77154,COUTENCON,,48.4891565609, 3.02294060118
1229,CROISSY BEAUBOURG,77183,CROISSY BEAUBOURG,BEAUBOURG,48.8166135478, 2.65568100478
1230,DARVAULT,77140,DARVAULT,,48.2750471622, 2.70959190478
1231,FAY LES NEMOURS,77167,FAY LES NEMOURS,,48.2322771865, 2.71472288232
1232,FORGES,77130,FORGES,,48.3779377733, 2.96426271153
1233,FROMONT,77760,FROMONT,,48.2952371456, 2.54278715647
1234,FUBLAINES,77470,FUBLAINES,,48.9379174307, 2.95705670409
1235,GIREMOUTIERS,77120,GIREMOUTIERS,,48.7888234084, 3.09542739342
1236,GRANDPUITS BAILLY CARROIS,77720,GRANDPUITS BAILLY CARROIS,,48.5850477632, 2.89649549396
1237,GRANDPUITS BAILLY CARROIS,77720,GRANDPUITS BAILLY CARROIS,BAILLY CARROIS,48.5850477632, 2.89649549396
1238,GRETZ ARMAINVILLIERS,77220,GRETZ ARMAINVILLIERS,,48.7441435085, 2.75833565592
1239,GRISY SUISNES,77166,GRISY SUISNES,,48.6689119155, 2.65738604224
1240,GUERMANTES,77600,GUERMANTES,,48.8361794738, 2.73226890342
1240,HERICY,77850,HERICY,,48.4420531578, 2.78873977925
1241,HONDEVILLIERS,77510,HONDEVILLIERS,,48.8662025287, 3.27608944566
1242,ISLES LES VILLENOY,77450,ISLES LES VILLENOY,,48.9197013165, 2.80318191468
1243,JOUARRE,77640,JOUARRE,,48.9061273296, 3.10099022317
1244,LESIGNY,77150,LESIGNY,,48.7409851538, 2.62903924486
1245,LIZINES,77650,LIZINES,,48.5152037389, 3.24054822685
1245,LIZY SUR OURCQ,77440,LIZY SUR OURCQ,,49.0212011816, 3.05011291504
1245,LORREZ LE BOCAGE PREAUX,77710,LORREZ LE BOCAGE PREAUX,PREAUX,48.2430767523, 2.88428828636
1246,LUMIGNY NESLES ORMEAUX,77540,LUMIGNY NESLES ORMEAUX,,48.6871810178, 2.97337841043
1247,LA MADELEINE SUR LOING,77570,LA MADELEINE SUR LOING,,48.1729853259, 2.64931159934
1247,MAINCY,77950,MAINCY,,48.5738526106, 2.69879445507
1248,MAISONCELLES EN BRIE,77580,MAISONCELLES EN BRIE,,48.8615810668, 2.95011085183
1249,MARY SUR MARNE,77440,MARY SUR MARNE,,49.0212011816, 3.05011291504
1249,MAUPERTHUIS,77120,MAUPERTHUIS,,48.7888234084, 3.09542739342
1249,MAY EN MULTIEN,77145,MAY EN MULTIEN,,49.0701288323, 3.02511074107
1250,MEAUX,77100,MEAUX,,48.9417341013, 2.89233400365
1252,LE MEE SUR SEINE,77350,LE MEE SUR SEINE,,48.5350739052, 2.60727189442
1254,MEILLERAY,77320,MEILLERAY,,48.7632652303, 3.31883214084
1255,MOISENAY,77950,MOISENAY,,48.5738526106, 2.69879445507
1257,MONTCEAUX LES MEAUX,77470,MONTCEAUX LES MEAUX,,48.9379174307, 2.95705670409
1258,MONTEREAU FAULT YONNE,77130,MONTEREAU FAULT YONNE,,48.3779377733, 2.96426271153
1259,MONTEREAU SUR LE JARD,77950,MONTEREAU SUR LE JARD,,48.5738526106, 2.69879445507
1260,MONTEVRAIN,77144,MONTEVRAIN,,48.8764616468, 2.75749686803
1261,MONTMACHOUX,77940,MONTMACHOUX,,48.3010302243, 2.97851595666
1262,MORET LOING ET ORVANNE,77250,MORET LOING ET ORVANNE,,48.3334508388, 2.82847916513
1262,MORET LOING ET ORVANNE,77250,MORET LOING ET ORVANNE,ECUELLES,48.3334508388, 2.82847916513
1262,MORTCERF,77163,MORTCERF,,48.7979316478, 2.90271680607
1263,NANTEAU SUR ESSONNE,77760,NANTEAU SUR ESSONNE,,48.2952371456, 2.54278715647
1264,NANTEUIL LES MEAUX,77100,NANTEUIL LES MEAUX,,48.9417341013, 2.89233400365
1265,CHAUCONIN NEUFMONTIERS,77124,CHAUCONIN NEUFMONTIERS,NEUFMONTIERS LES MEAUX,48.9687525452, 2.84384652509
1266,NOISY RUDIGNON,77940,NOISY RUDIGNON,,48.3010302243, 2.97851595666
1267,NOISY SUR ECOLE,77123,NOISY SUR ECOLE,,48.3612793646, 2.50123990973
1267,OTHIS,77280,OTHIS,,49.0831743052, 2.65347938812
1268,PAMFOU,77830,PAMFOU,,48.4598569753, 2.90486661459
1269,PASSY SUR SEINE,77480,PASSY SUR SEINE,,48.4107576867, 3.29924400161
1269,PERTHES,77930,PERTHES,,48.4690092081, 2.55644926131
1272,PIERRE LEVEE,77580,PIERRE LEVEE,,48.8615810668, 2.95011085183
1273,LE PIN,77181,LE PIN,,48.9151571578, 2.61878172318
1274,PONTAULT COMBAULT,77340,PONTAULT COMBAULT,,48.7869451025, 2.6135089739
1275,PRECY SUR MARNE,77410,PRECY SUR MARNE,,48.9493778355, 2.7161171355
1276,QUINCY VOISINS,77860,QUINCY VOISINS,,48.889293661, 2.86625543445
1277,REBAIS,77510,REBAIS,,48.8662025287, 3.27608944566
1279,RECLOSES,77760,RECLOSES,,48.2952371456, 2.54278715647
1280,REMAUVILLE,77710,REMAUVILLE,,48.2430767523, 2.88428828636
1281,ROZAY EN BRIE,77540,ROZAY EN BRIE,,48.6871810178, 2.97337841043
1282,RUMONT,77760,RUMONT,,48.2952371456, 2.54278715647
1283,STE AULDE,77260,STE AULDE,,48.9692370904, 3.12481512651
1283,ST CYR SUR MORIN,77750,ST CYR SUR MORIN,,48.9148071078, 3.22989278872
1283,ST FARGEAU PONTHIERRY,77310,ST FARGEAU PONTHIERRY,PONTHIERRY,48.5292083362, 2.53978127085
1284,ST GERMAIN LAVAL,77130,ST GERMAIN LAVAL,,48.3779377733, 2.96426271153
1285,ST GERMAIN SOUS DOUE,77169,ST GERMAIN SOUS DOUE,,48.8249765475, 3.16311202199
1286,ST LEGER,77510,ST LEGER,,48.8662025287, 3.27608944566
1286,ST OUEN EN BRIE,77720,ST OUEN EN BRIE,,48.5850477632, 2.89649549396
1288,ST PIERRE LES NEMOURS,77140,ST PIERRE LES NEMOURS,,48.2750471622, 2.70959190478
1289,ST REMY LA VANNE,77320,ST REMY LA VANNE,,48.7632652303, 3.31883214084
1290,ST SAUVEUR SUR ECOLE,77930,ST SAUVEUR SUR ECOLE,,48.4690092081, 2.55644926131
1291,ST SIMEON,77169,ST SIMEON,,48.8249765475, 3.16311202199
1293,SANCY LES PROVINS,77320,SANCY LES PROVINS,,48.7632652303, 3.31883214084
1294,SEINE PORT,77240,SEINE PORT,,48.5645874906, 2.60004351705
1295,SIGNY SIGNETS,77640,SIGNY SIGNETS,,48.9061273296, 3.10099022317
1296,ARBOYS EN BUGEY,1300,ARBOYS EN BUGEY,ARBIGNIEU,45.7328309975, 5.65715901636
1297,BELIGNEUX,1360,BELIGNEUX,CHANES,45.8283269463, 5.15327415034
1298,AMBERIEUX EN DOMBES,1330,AMBERIEUX EN DOMBES,,45.9976909227, 5.02164504767
1299,ANDERT ET CONDON,1300,ANDERT ET CONDON,,45.7328309975, 5.65715901636
1301,BAGE LE CHATEL,1380,BAGE LE CHATEL,,46.3161847468, 4.97400450524
1302,AMBUTRIX,1500,AMBUTRIX,,45.9756078125, 5.34313562094
1303,ARBENT,1100,ARBENT,,46.2468792013, 5.65226081977
1304,ARANC,1110,ARANC,,45.9724218119, 5.577110369
1305,OULCHY LE CHATEAU,2210,OULCHY LE CHATEAU,CUGNY LES CROUTTES,49.2129002416, 3.35011614589
1306,OULCHES LA VALLEE FOULON,2160,OULCHES LA VALLEE FOULON,,49.3988991643, 3.73817191868
1307,PRESLES ET THIERNY,2860,PRESLES ET THIERNY,,49.4877552055, 3.68304619282
1308,OULCHY LE CHATEAU,2210,OULCHY LE CHATEAU,,49.2129002416, 3.35011614589
1309,PLEINE SELVE,2240,PLEINE SELVE,,49.7790821794, 3.44336123783
1310,PIERREMANDE,2300,PIERREMANDE,,49.5817295222, 3.19169688143
1311,PONTAVERT,2160,PONTAVERT,,49.3988991643, 3.73817191868
1313,PITHON,2480,PITHON,,49.7350949563, 3.17025333523
1313,PAVANT,2310,PAVANT,,48.9875725146, 3.27825135374
1314,ST CHRISTOPHE A BERRY,2290,ST CHRISTOPHE A BERRY,,49.4210899814, 3.18005200266
1316,SANCY LES CHEMINOTS,2880,SANCY LES CHEMINOTS,,49.4238582409, 3.38402828695
